id|name|faction_id|description
811|Frenzied Metabolism|TYR|the first time -ma- is selected to shoot in each of your shooting phases, you can use this ability. if you do, -ma- suffers d3 mortal wounds, and until the end of the phase, each time -ma- makes a ranged attack, add 1 to that attack’s wound roll.
817|Unquestioning Loyalty|GC|irrelevant
819|Living Idol (Aura)|GC|irrelevant
821|Swift and Deadly|GC|irrelevant
823|Spiritual Leader (Aura)|GC|irrelevant
825|Cult Demagogue (Aura)|GC|"while a -fu- -key-cult-key- -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll of 1."
826|Meticulous Planner|GC|"in your command phase, select one -fu- -key-cult-key- -cu- within 9"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, re-roll a wound roll of 1."
827|Nexus of Devotion|GC|"in your command phase, if a -fu- -key-cult-key- -cu- is within 6"" of -ma-, that unit can summon the cult."
828|Sacred Cult Banner|GC|irrelevant
829|Cult icon|GC|in your command phase, if -ua- contains a model equipped with a cult icon, it can summon the cult.
830|Bestial Vigour|GC|-ea- in -ua-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
834|Explodes|GC|irrelevant
835|Rugged Construction|GC|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
842|Reanimation Protocols|NEC|irrelevant
843|Living Metal|NEC|irrelevant
845|My Will Be Done|NEC|"in your command phase, you can select one -fu- sautekh -cu- within 9"" of -ua-. until the start of your next command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. each unit can only be selected for this ability once per phase."
846|Phase Shifter|NEC|-ma- has a 4-isv-.
847|Lord of the Storm|NEC|"once per battle, in your shooting phase, -ma- can call the storm. if it does, select one -eu- model within 48"" of and visible to it (you can only select a character model with a wounds characteristic of 9 or less if it is the closest -eu- model to imotekh). roll one d6 for each other -eu- unit within 6"" of that model: on a 4+, that unit suffers d3 mortal wounds. then roll one d6: on a 4+, that model suffers 3 mortal wounds."
849|Resurrection Orb|NEC|"once per battle, in your command phase, the bearer can use its resurrection orb. if it does, select one -fu- -key-dynasty-key- unit within 6"" of the bearer that is not at its starting strength and has not had its reanimation protocols enacted this phase. that unit's reanimation protocols are enacted, and every destroyed model in that unit begins to reassemble."
852|The Lord’s Will|NEC|"in your command phase, you can select one -fu- -key-dynasty-key- -cu- within 9"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, re-roll a hit roll of 1."
853|Chronometron|NEC|irrelevant
857|Phylactery|NEC|irrelevant
858|Counter Tactics|NEC|once per battle, when your opponent declares they will use a stratagem during a battle round but before any command points are spent, -ma- can engage its counter tactics. if it does, your opponent cannot use that stratagem this battle round.
860|My Will Be Done|NEC|"in your command phase, you can select one -fu- sautekh -cu- within 9"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. each unit can only be selected for this ability once per phase."
861|Transient Madness|NEC|irrelevant
862|Cleaving Counterblow|NEC|irrelevant
863|The Lord’s Will|NEC|"in your command phase, you can select one -fu- sautekh -cu- within 9"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, re-roll a hit roll of 1."
864|Ghostwalk Mantle|NEC|irrelevant
865|The Vargard’s Duty (Aura)|NEC|"while a -fu- nemesor zahndrekh unit is within 3"" of -ma-, that unit can use the look out, sir rule even if -ua- contains fewer than 3 models."
868|Master Chronomancer|NEC|irrelevant
870|The Stars Are Right|NEC|in your command phase, if -ma- is on the battlefield, roll one d6: if the result is less than the current battle round number, then until the end of the battle, use the orikan empowered profile for -ma- (note that any wounds it has already lost remain lost).
871|Lord of the Pyrrhian Legions (Aura)|NEC|"while a -fu- necrons -cu- is within 6"" of -ma-, add 1 to the attacks characteristic of models in that unit."
872|Mind in the Machine|NEC|irrelevant
874|My Will Be Done|NEC|"in your command phase, you can select one -fu- necrons -cu- within 9"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. each unit can only be selected for this ability once per phase."
877|Surrogate Hosts|NEC|irrelevant
879|Quantum Shielding|NEC|-ma- has a 5-isv-. in addition, -ea- against -ma-, -uwr- 1-3 always fails, irrespective of any abilities that the weapon or the attacker may have.
880|Explodes|NEC|irrelevant
881|Dispersion shield|NEC|the bearer has a 4-isv-. in addition, add 1 to armour saving throws made for the bearer.
885|Flesh Hunger|NEC|each time a model in -ua- makes a melee attack against an -eu- non-vehicle unit, -uhr- 6 scores 1 additional hit.
888|Targeting Relay|NEC|each time -ma- makes a ranged attack against an -eu- unit, if a hit is scored, until the end of the phase, each time another -fu- necrons model makes a ranged attack against that -eu- unit, re-roll a hit roll of 1.
892|Necrodermis|NEC|-ma- has a 4-isv-. in addition, -ma- cannot lose more than 3 wounds in the same phase. any wounds that would be lost after that point are not lost.
894|Grand Illusion|NEC|irrelevant
896|Reality Unravels|NEC|irrelevant
898|Explodes|NEC|irrelevant
899|Repair Barge|NEC|"in your command phase, you can select one -fu- -key-dynasty-key- necron warriors unit within 6"" of -ma-. if you do, up to d3 destroyed models from that unit reanimate. each unit can only be selected for this ability once per phase."
901|Wraith Form|NEC|irrelevant
902|Nebuloscope|NEC|each time the bearer makes a ranged attack, the target does not receive the benefits of cover against that attack.
903|Shadowloom|NEC|the bearer has a 5-isv-.
904|Shieldvanes|NEC|the bearer has a save characteristic of 3+.
906|Fabricator claw array|NEC|irrelevant
907|Gloom prism|NEC|irrelevant
908|Scarab Hive|NEC|"in your command phase, one destroyed model from each -fu- -key-dynasty-key- canoptek scarab swarm unit within 6"" of -ua- is reanimated. each unit can only be affected by this ability once per phase."
912|Eternity Gate|NEC|irrelevant
913|Explodes|NEC|irrelevant
914|Explodes|NEC|irrelevant
915|Explodes|NEC|irrelevant
921|Vengeance of the Enchained|NEC|irrelevant
922|Hovering Sentinel|NEC|in your movement phase, if -ma- remains stationary, then until the start of your next movement phase, its tesla spheres have a type of assault 6, a strength characteristic of 8 and a damage characteristic of 2.
923|Gravity Pulse|NEC|irrelevant
924|Explodes|NEC|irrelevant
925|Explodes|NEC|irrelevant
927|Shadowed Wings|NEC|-era- -ua-, -s1hr-.
928|Death Sphere Bombardment|NEC|once per battle, in your movement phase, after -ma- makes a normal move or advances, you can select one -eu- unit -ma- moved across as part of that move. if you do, roll 3d6 for each vehicle or monster model in that unit, and roll one d6 for each other model in that unit (to a maximum of twelve d6): for each roll of a 3+, that unit suffers 1 mortal wound.
930|Explodes|NEC|irrelevant
944|Spirit of Madness|NEC|irrelevant
946|Eternal Engines|NEC|irrelevant
947|Predictive Strategist|NEC|irrelevant
951|Phase Shift Generator|NEC|"-fu- necrons models receive a 5-isv- -era- while they are within 6"" of -ma-."
952|Teleportation matrix|NEC|-ma- has the dimensional translocation ability.
954|Ancient Doom|RT|irrelevant
954|Ancient Doom|AE|irrelevant
955|Battle Focus|RT|irrelevant
955|Battle Focus|AE|irrelevant
958|Crystal targeting matrix|AE|each time -ma- makes a ranged attack, you can ignore any or all modifiers to the hit roll.
959|Spirit stones|AE|-ma- is considered to have double the number of wounds remaining for the purposes of determining what characteristics on its profile to use.
960|Star engines|AE|irrelevant
961|Vectored engines|AE|once per battle, in your command phase, you can activate -ma-’s vectored engines. if you do so, until the end of the turn, -ma- has the battle focus ability.
963|Armour of the Last Runes|AE|-ma- has a 4-isv-. -ea- against -ma-, -uwr- 1-3 for that attack fails, irrespective of any abilities that the weapon or the model making that attack may have.
970|Bringer of the True Death|AE|each time -ma- makes an attack against a necrons unit, add 1 to that attack’s hit roll and wound roll.
971|Hunter Unseen|AE|"while -ma- is receiving the benefits of cover, it cannot be selected as the target of a ranged attack unless the attacking model is within 12""."
974|Hand of Asuryan (Aura)|AE|irrelevant
975|Acrobatic|AE|irrelevant
982|The Scorpion’s Bite|AE|each time the bearer makes a melee attack that targets a non-vehicle unit, -uwr- 6 inflicts 2 mortal wounds on the target in addition to any normal damage.
984|Assured Destruction|AE|each time -ma- makes a ranged attack that targets a vehicle or monster unit, re-roll a wound roll of 1.
987|Unquenchable Resolve|AE|while -ma- has lost any wounds, add 1 to its strength and attacks characteristics.
988|Cry of the Wind (Aura)|AE|irrelevant
998|Forceshield|AE|-ma- has a 4-isv-.
999|The Path of Command|AE|irrelevant
1000|Mandiblasters|AE|"at the beginning of each fight phase, you can pick a single -eu- infantry unit within 1"" of -ma- and roll a d6. on a roll of 6, that unit suffers a mortal wound."
1001|Children of Baharroth|AE|irrelevant
1002|Skyleap|AE|irrelevant
1003|Warp Jump Generator|AE|irrelevant
1004|Ride the Wind|AE|irrelevant
1006|Khaine Awakened (Aura]|AE|irrelevant
1008|Ghosthelm|AE|-ma- never suffers perils of the warp.
1009|Rune Armour|AE|-ma- has a 4-isv-.
1010|Runes of the Farseer|AE|at the start of each battle round, after making a strands of fate roll but before selecting which of those dice to retain, for each farseer model from your army that is on the battlefield and not within engagement range of any -eu- units, you can re-roll one of those dice.
1013|Rune Armour|AE|models in -ua- have a 4-isv-.
1014|Ride the Wind|DRU|irrelevant
1014|Ride the Wind|AE|irrelevant
1015|Spirit Mark (Aura)|AE|"while a -fu- -key-craftworld-key- spirit host -cu- is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a wound roll of 1."
1016|Crewed Platform|AE|irrelevant
1020|Defence Tactics|AE|while -ua- contains a dire avenger exarch model, if -ua- is performing an action, it can still make attacks with ranged weapons without that action failing.
1021|Shimmershield|AE|the bearer has a 4-isv-.
1025|Masters of Stealth|AE|irrelevant
1026|Shadow Strike|AE|add 1 to hit rolls for attacks for -ua- that target a unit in cover.
1027|Mandiblasters|AE|"at the beginning of each fight phase, you can pick a single -eu- infantry unit within 1"" of -ua-. roll a d6 for each model in -ua-; for each roll of 6, the -eu- unit suffers a mortal wound."
1028|Sustained Attack|AE|each time you roll a hit roll of 6+ when making a close combat attack for a striking scorpion exarch, that model can immediately make another close combat attack using the same weapon. these extra attacks cannot generate any additional attacks.
1030|Assured Destruction|AE|each time a model in -ua- makes a ranged attack that targets a vehicle or monster unit, re-roll a wound roll of 1.
1033|Forceshield|AE|the bearer has a 4-isv-.
1034|Wave Serpent shield|AE|while -ma- is equipped with a wave serpent shield:-ma- has a 5-isv- -era-.-era- -ma-, -uwr- 1-3 for that attack fails, irrespective of any abilities that the weapon or the model making the attack may have.
1035|Explodes|AE|irrelevant
1036|Hover Tank|AE|distances are measured to and from -ma-’s hull or base; whichever is closest.
1037|Herald of Victory|AE|irrelevant
1038|Swooping Hawk Grenade Pack|AE|irrelevant
1039|Children of Baharroth|AE|irrelevant
1040|Skyleap|AE|irrelevant
1041|Warp Jump Generator|AE|irrelevant
1042|Flickerjump|AE|"the first time in each phase -ua- is selected as a target of a charge, if -ua- is not within engagement range of any -eu- units, it can make a normal move of up to 6"". until the end of the phase, -ua- cannot fire overwatch or set to defend. your opponent can then select new targets for that charge if they wish."
1043|Iron Resolve|AE|irrelevant
1044|Aerobatic Grace|AE|-era- -ua-, -s1hr-.
1046|Wings of Khaine|AE|irrelevant
1051|Explodes|AE|irrelevant
1052|Mindshock pod|AE|irrelevant
1055|Inescapable Accuracy|AE|each time a model in -ua- makes a ranged attack, the target does not receive the benefits of dense cover against that attack.
1059|Power Field|AE|models in -ua- have a 5-isv-.
1060|Explodes|AE|irrelevant
1061|Scattershield|AE|a model equipped with a scattershield has a 5-isv-.
1063|Unstoppable Revenant|AE|irrelevant
