datasheet_id|line|name|WS|BS|S|T|W|A|Sv|Cost|cost_description|models_per_unit|cost_including_wargear
2338|1|lukas the trickster|2+|3+|4|4|4|5|3+|80.0||1|False
2339|1|wolf guard terminator|3+|3+|4|4|3|2|2+|33.0||4-9|False
2339|2|wolf guard terminator pack leader|3+|3+|4|4|3|3|2+|33.0||1|False
2340|1|wulfen|3+|5+|5|5|2|3|4+|20.0||4-9|False
2340|2|wulfen pack leader|3+|5+|5|5|2|4|4+|20.0||1|False
2341|1|wulfen dreadnought|3+|5+|6|7|8|4|3+|120.0||1|False
2342|1|murderfang|2+|5+|6|7|8|5|3+|150.0||1|False
2343|1|cyberwolf|3+|-|4|4|2|3|4+|15.0||1-5|False
2344|1|thunderwolf cavalry|3+|3+|4|5|4|2|3+|40.0||2-5|False
2344|2|thunderwolf cavalry pack leader|3+|3+|4|5|4|3|3+|40.0||1|False
2345|1|fenrisian wolf|3+|-|4|4|1|2|6+|7.0||5-15|False
2345|2|cyberwolf|3+|-|4|4|2|3|4+|15.0||0-1|False
2346|1|skyclaw|3+|3+|4|4|2|1|3+|18.0||4-14|False
2346|2|skyclaw pack leader|3+|3+|4|4|2|2|3+|18.0||1|False
2346|3|wolf guard skyclaw pack leader|3+|3+|4|4|2|2|3+|20.0||0-1|False
2347|1|long fang|3+|3+|4|4|2|1|3+|18.0||4-5|False
2347|2|long fang pack leader|3+|3+|4|4|2|2|3+|18.0||1|False
2347|3|wolf guard pack leader|3+|3+|4|4|2|2|3+|18.0||0-1|False
2347|4|wolf guard terminator pack leader|3+|3+|4|4|3|2|2+|33.0||0-1|False
2348|1|stormfang gunship|6+|3+|8|7|14|6|3+|250.0||1|False
2349|1|stormwolf|6+|3+|8|7|14|6|3+|250.0||1|False
2350|1|royal warden|3+|3+|5|5|4|3|3+|70.0||1|False
2351|1|lokhust lord|3+|3+|5|6|6|4|3+|100.0||1|False
2352|1|technomancer|3+|3+|4|4|4|1|4+|70.0||1|False
2353|1|psychomancer|3+|3+|4|4|4|1|4+|65.0||1|False
2354|1|chronomancer|3+|3+|4|4|4|1|4+|75.0||1|False
2355|1|hexmark destroyer|3+|2+|5|5|5|4|3+|65.0||1|False
2356|1|canoptek plasmacyte|4+|4+|4|5|1|1|4+|15.0||1|False
2357|1|c’tan shard of the void dragon|2+|2+|6|7|9|5|3+|300.0||1|False
2358|1|ophydian destroyer|3+|3+|4|4|3|3|4+|30.0||3-6|False
2359|1|lokhust destroyer|3+|3+|4|5|3|2|3+|40.0||1-6|False
2359|2|lokhust heavy destroyer|3+|3+|4|5|4|2|3+|40.0||0-1|False
2360|1|szarekh|2+|2+|5|7|16|6|3+|||1|False
2360|2|triarchal menhir|6+|2+|5|7|5|1|3+|||2|False
2361|1|starstele|-|3+|6|8|10|-|3+|||3|False
2362|1|tomb ziggurat|-|3+|9|9|20|-|3+|||1|False
2362|2|power crucible|-|3+|9|9|20|-|3+|||1|False
2362|3|gun emplacement mount|-|3+|9|9|14|-|3+|||2|False
2363|1|guardian drone|3+|3+|5|6|7|4|3+|90.0||1|True
2364|1|khorne berzerker|3+|3+|5|4|2|5|3+|22.0||4-9|False
2364|2|berzerker champion|3+|3+|5|4|2|6|3+|22.0||1|False
2367|1|storm eagle gunship|6+|3+|8|7|18|6|3+|335.0||1|False
2368|1|razorback|6+|3+|6|7|10|3|3+|100.0||1|False
2369|1|tarantula sentry gun|-|4+|4|5|4|-|3+|40.0||1-3|False
2370|1|razorback|6+|3+|6|7|10|3|3+|100.0||1|False
2371|1|dreadnought|3+|3+|6|7|8|5|3+|130.0||1|False
2372|1|land speeder tornado|3+|3+|4|6|6|2|3+|70.0||1-3|False
2373|1|death korps marshal karis venner|3+|3+|3|3|4|3|4+|50.0||1|True
2374|1|death korps grenadier|3+|3+|3|3|1|1|4+|7.0||4-9|False
2374|2|death korps watchmaster|3+|3+|3|3|1|2|4+|7.0||1|False
2374|3|death korps grenadier weapons team|3+|3+|3|3|2|2|4+|7.0||1|False
2375|1|medicae-servitor|5+|5+|3|3|1|1|4+|5.0||2-4|False
2375|2|quartermaster revenant|3+|3+|3|3|2|2|4+|5.0||1|False
2376|1|drop sentinel|4+|4+|5|5|6|1|4+|50.0||1-3|False
2377|1|sniper team|4+|3+|3|3|2|2|5+|||3|False
2378|1|death rider commissar|3+|3+|3|4|4|3|4+|25.0||1|False
2379|1|storm chimera|6+|4+|6|7|10|3|3+|95.0||1|True
2380|1|gate section|-|-|10|10|8|-|2+|80.0|extra gate section|1|False
2380|2|gate tower section|-|4+|10|10|16|-|2+|160.0|extra gate tower section|2|False
2380|3|tower section|-|4+|10|10|12|-|2+|120.0|extra tower section|2|False
2380|4|wall section|-|-|10|10|12|-|2+|120.0|extra wall section|2|False
2381|1|primaris redoubt|-|4+|8|8|20|-|3+|750.0||1|False
2382|1|chimera|6+|4+|6|7|10|3|3+|65.0||1|False
2383|1|hellhound|6+|4+|6|7|11|3|3+|110.0||1-3|False
2383|2|devil dog|6+|-|6|7|11|0|3+|110.0|||False
2383|3|bane wolf|6+|-|6|7|11|0|3+|100.0|||False
2384|1|leman russ battle tank|6+|4+|7|8|12|3|2+|130.0||1-3|False
2385|1|death korps marshal|3+|3+|3|3|4|3|4+|35.0||1|False
2386|1|squadron commander|3+|3+|3|4|5|3|4+|45.0||1|False
2387|1|death rider veteran|4+|3+|3|4|3|2|4+|||4|False
2388|1|engineer|4+|3+|3|3|1|1|4+|8.0||4-9|False
2388|2|engineer weapons team|4+|3+|3|3|2|2|4+|25.0||0-1|False
2388|3|engineer watchmaster|4+|3+|3|3|1|2|4+|8.0||1|False
2389|1|death rider|4+|3+|3|4|3|1|4+|20.0||4-9|False
2389|2|ridemaster|4+|3+|3|4|3|2|4+|20.0||1|False
2390|1|chaos sicaran punisher|6+|3+|6|7|14|3|2+|155.0||1|False
2391|1|chaos contemptor dreadnought|3+|3+|7|7|9|4|3+|140.0||1|False
2392|1|chaos land raider proteus|6+|3+|8|8|16|6|2+|220.0||1|False
2393|1|decimator|3+|3+|7|7|12|5|3+|160.0||1|False
2394|1|chaos terrax-pattern termite|4+|3+|7|8|14|3|3+|180.0||1|False
2395|1|chaos sicaran punisher|6+|3+|6|7|14|3|2+|155.0||1|False
2396|1|chaos land raider achilles|6+|3+|8|8|16|6|2+|270.0||1|False
2397|1|chaos whirlwind scorpius|6+|3+|6|7|11|3|3+|170.0||1|False
2398|1|hellforged sicaran|6+|3+|6|7|14|3|2+|165.0||1|False
2399|1|chaos sicaran venator|6+|3+|6|7|14|3|2+|170.0||1|False
2400|1|chaos spartan|5+|3+|8|8|20|6|2+|420.0||1|False
2401|1|chaos deredeo dreadnought|3+|3+|6|7|12|4|3+|190.0||1|False
2402|1|chaos rapier carrier|3+|3+|4|5|5|2|3+|75.0||1|False
2403|1|chaos leviathan dreadnought|3+|3+|7|7|14|4|2+|220.0||1|False
2404|1|dreadclaw drop pod|4+|-|6|6|9|4|3+|115.0||1|False
2405|1|kharybdis assault claw|4+|4+|8|8|20|4|3+|400.0||1|False
2406|1|chaos cerberus|5+|3+|8|8|20|6|2+|370.0||1|False
2407|1|chaos typhon|5+|3+|8|8|20|6|2+|320.0||1|False
2408|1|chaos fellblade|5+|3+|8|8|26|6|2+|550.0||1|False
2409|1|chaos falchion|5+|3+|8|8|26|6|2+|550.0||1|False
2410|1|chaos mastodon|5+|3+|9|9|30|6|2+|750.0||1|False
2411|1|hell blade|6+|3+|6|6|9|2|3+|135.0||1|False
2412|1|hell talon|6+|3+|7|7|14|6|3+|210.0||1|False
2413|1|chaos storm eagle gunship|6+|3+|8|7|18|6|3+|335.0||1|False
2414|1|chaos fire raptor gunship|6+|3+|8|7|18|6|3+|340.0||1|False
2415|1|chaos thunderhawk gunship|6+|3+|10|8|30|6|2+|800.0||1|False
2416|1|chaos sokar-pattern stormbird|6+|3+|10|8|40|6|2+|1000.0||1|False
2417|1|chaos xiphon interceptor|6+|3+|6|7|12|3|3+|235.0||1|False
2418|1|chaos contemptor dreadnought|3+|3+|7|7|9|4|3+|140.0||1|False
2419|1|chaos land raider proteus|6+|3+|8|8|16|6|2+|220.0||1|False
2421|1|decimator|3+|3+|7|7|12|5|3+|160.0||1|False
2422|1|chaos terrax-pattern termite|4+|3+|7|8|14|3|3+|180.0||1|False
2423|1|chaos sicaran punisher|6+|3+|6|7|14|3|2+|155.0||1|False
2424|1|chaos land raider achilles|6+|3+|8|8|16|6|2+|270.0||1|False
2425|1|chaos whirlwind scorpius|6+|3+|6|7|11|3|3+|170.0||1|False
2426|1|hellforged sicaran|6+|3+|6|7|14|3|2+|165.0||1|False
2427|1|chaos sicaran venator|6+|3+|6|7|14|3|2+|170.0||1|False
2428|1|chaos spartan|5+|3+|8|8|20|6|2+|420.0||1|False
2429|1|chaos deredeo dreadnought|3+|3+|6|7|12|4|3+|190.0||1|False
2430|1|chaos rapier carrier|3+|3+|4|5|5|2|3+|75.0||1|False
2431|1|chaos leviathan dreadnought|3+|3+|7|7|14|4|2+|220.0||1|False
2432|1|dreadclaw drop pod|4+|-|6|6|9|4|3+|115.0||1|False
2433|1|kharybdis assault claw|4+|4+|8|8|20|4|3+|400.0||1|False
2434|1|chaos cerberus|5+|3+|8|8|20|6|2+|370.0||1|False
2435|1|chaos typhon|5+|3+|8|8|20|6|2+|320.0||1|False
2436|1|chaos fellblade|5+|3+|8|8|26|6|2+|550.0||1|False
2437|1|chaos falchion|5+|3+|8|8|26|6|2+|550.0||1|False
2438|1|chaos mastodon|5+|3+|9|9|30|6|2+|750.0||1|False
2439|1|hell blade|6+|3+|6|6|9|2|3+|135.0||1|False
2440|1|hell talon|6+|3+|7|7|14|6|3+|210.0||1|False
2441|1|chaos storm eagle gunship|6+|3+|8|7|18|6|3+|335.0||1|False
2442|1|chaos fire raptor gunship|6+|3+|8|7|18|6|3+|340.0||1|False
2443|1|chaos thunderhawk gunship|6+|3+|10|8|30|6|2+|800.0||1|False
2444|1|chaos sokar-pattern stormbird|6+|3+|10|8|40|6|2+|1000.0||1|False
2445|1|chaos xiphon interceptor|6+|3+|6|7|12|3|3+|235.0||1|False
2446|1|chaos deimos predator|6+|3+|6|7|11|3|3+|115.0||1|False
2447|1|chaos deimos predator|6+|3+|6|7|11|3|3+|115.0||1|False
2448|1|chaos warhound titan|-|-|8|8|50|4|2+|2000.0||1|True
2449|1|chaos reaver titan|-|-|8|8|70|4|2+|3000.0||1|True
2450|1|chaos warbringer nemesis titan|-|-|8|8|100|3|2+|3800.0||1|True
2451|1|chaos warlord titan|-|-|9|9|120|4|2+|5500.0||1|True
2452|1|nob on warbike|3+|5+|5|5|3|3|4+|30.0||2-8|False
2452|2|boss nob on warbike|3+|5+|5|5|3|3|4+|30.0||1|False
2453|1|mega dread|3+|5+|7|7|16|5|3+|175.0||1|False
2454|1|hammerhead gunship|6+|4+|6|7|14|3|3+|145.0||1|False
2454|2|gun drone|5+|5+|3|4|1|1|4+|||2|False
2455|1|corsair reaver|3+|3+|3|3|1|1|5+|9.0||5-15|False
2455|2|corsair reaver felarch|3+|3+|3|3|1|2|5+|9.0||0-1|False
2456|1|corsair skyreaver|3+|3+|3|3|1|1|5+|12.0||5-15|False
2456|2|corsair skyreaver felarch|3+|3+|3|3|1|2|5+|12.0||0-1|False
2457|1|corsair cloud dancer|3+|3+|3|4|2|1|4+|22.0||3-9|False
2457|2|corsair cloud dancer felarch|3+|3+|3|4|2|2|4+|22.0||0-1|False
2460|1|lord of virulence|2+|2+|4|5|6|5|2+|120.0||1|False
2461|1|chaos predator destructor|6+|3+|6|7|11|3|3+|130.0||1|False
2462|1|miasmic malignifier|-|6+|7|8|12|-|3+|75.0||1|False
2463|1|hound of morkai|3+|3+|4|4|2|2|3+|20.0||4-9|True
2463|2|hound of morkai pack leader|3+|3+|4|4|2|3|3+|20.0||1|True
2464|1|captain nasiem|2+|2+|4|4|6|5|3+|100.0||1|True
2465|1|epistolary lykandos|3+|3+|4|4|5|4|3+|100.0||1|True
2466|1|orator sephax|2+|3+|4|4|5|4|3+|90.0||1|True
2467|1|ancient kae|3+|3+|4|4|5|4|3+|95.0||1|True
2468|1|deathwing strikemaster|2+|2+|4|4|5|3|2+|95.0||1|False
2471|1|lhamaean|3+|3+|3|3|3|2|5+|16.0||0-4|False
2471|2|medusae|3+|3+|3|3|3|1|5+|22.0||0-4|False
2471|3|sslyth|3+|3+|5|3|3|3|5+|18.0||0-4|False
2471|4|ur-ghul|3+|-|4|3|3|4|7+|16.0||0-4|False
2472|1|palatine|2+|2+|3|3|4|3|3+|45.0||1|False
2473|1|uriel ventris|2+|2+|4|4|6|5|3+|110.0||1|False
2474|1|grukk face-rippa|2+|5+|6|5|7|5|4+|||1|False
2475|1|skull-nob|2+|5+|5|4|2|3|4+|||4-9|False
2475|2|skrak head-smasha|2+|5+|5|4|3|3|4+|||1|False
2475|3|ammo runt|5+|4+|2|2|1|1|6+|||0-2|False
2476|1|goff rokker|3+|5+|5|4|4|3|4+|||1|False
2477|1|technoarcheologist|4+|3+|4|4|4|2|3+|55.0||1|False
2478|1|skitarii marshal|3+|2+|3|3|4|3|4+|55.0||1|False
2479|1|morvenn vahl|2+|2+|5|5|8|5|2+|280.0||1|False
2480|1|aestred thurga|3+|3+|3|3|5|3|3+|||1|True
2480|2|agathae dolan|4+|4+|3|3|4|3|6+|||1|True
2481|1|celestian sacresant|3+|3+|3|3|1|2|2+|14.0||4-9|False
2481|2|sacresant superior|3+|3+|3|3|1|3|2+|14.0||1|False
2482|1|dogmata|3+|3+|3|3|4|3|3+|65.0||1|False
2483|1|paragon|3+|3+|5|5|4|3|2+|||2|False
2483|2|paragon superior|3+|3+|5|5|4|4|2+|||1|False
2484|1|castigator|6+|3+|6|7|11|3|3+|135.0||1|False
2485|1|colonel-commissar ibram gaunt|2+|2+|3|3|4|3|4+|||1|True
2485|2|colonel coim corbec|3+|3+|3|3|4|3|5+|||1|True
2485|3|major elim rawne|3+|3+|3|3|3|3|5+|||1|True
2485|4|master sniper hlaine larkin|3+|2+|3|3|2|1|5+|||1|True
2485|5|trooper ‘try again’ bragg|3+|5+|4|3|2|2|5+|||1|True
2485|6|scout sergeant oan mkoll|2+|2+|3|3|2|4|5+|||1|True
2486|1|taddeus the purifier|4+|4+|3|3|4|3|6+|55.0||1|True
2487|1|technoarcheologist|4+|3+|4|4|4|2|3+|55.0||1|False
2488|1|zodgrod wortsnagga|2+|5+|5|5|6|4|6+|65.0||1|False
2489|1|beastboss|2+|5+|6|6|6|5|4+|95.0||1|False
2490|1|beastboss on squigosaur|2+|5+|6|7|9|5|4+|160.0||1|False
2491|1|painboss|3+|5+|5|5|5|4|4+|80.0||1|False
2492|1|wurrboy|3+|5+|5|5|5|3|6+|70.0||1|False
2493|1|mozrog skragbad|2+|5+|6|7|9|6|3+|185.0||1|False
2494|1|beast snagga boy|3+|5+|5|5|1|2|6+|10.0||9-19|False
2494|2|beast snagga nob|3+|5+|5|5|2|3|6+|10.0||1|False
2495|1|nob on smasha squig|3+|5+|5|6|5|4|4+|65.0||1|False
2496|1|squighog boy|3+|5+|5|6|3|3|4+|25.0||3-6|False
2497|1|kill rig|3+|5+|6|8|16|6|3+|190.0||1|False
2498|1|hunta rig|3+|5+|6|8|16|6|3+|160.0||1|False
2499|1|big’ed bossbunka|-|5+|6|8|12|-|3+|75.0||1|False
2500|1|infernal master|3+|3+|4|4|4|4|3+|90.0||1|False
2501|1|chaos predator annihilator|6+|3+|6|7|11|3|3+|115.0||1|False
2502|1|pious vorne|3+|4+|3|3|3|3|7+|30.0||1|True
2503|1|gotfret de montbard|3+|4+|3|3|4|4|4+|40.0||1|True
2505|1|primaris initiate|3+|3+|4|4|2|2|3+|19.0||5-11|False
2505|2|primaris neophyte|3+|3+|4|4|2|2|4+|16.0||4-8|False
2505|3|primaris sword brother|3+|3+|4|4|2|3|3+|19.0||1|False
2506|1|primaris sword brother|3+|3+|4|4|2|3|3+|22.0||4-10|False
2507|1|sister novitiate|4+|3+|3|3|1|1|4+|||9|False
2507|2|novitiate superior|4+|3+|3|3|1|2|3+|||1|False
2508|1|cartographica rogue trader|3+|3+|3|3|4|3|4+|60.0||1|False
2508|2|death cult executioner|2+|4+|3|3|2|5|5+|15.0||0-1|False
2508|3|lectro-maester|4+|3+|3|3|2|1|5+|15.0||0-1|False
2508|4|rejuvenat adept|4+|4+|3|3|2|1|5+|10.0||0-1|False
2509|1|voidsmen|4+|4+|3|3|1|1|4+|10.0||4-8|False
2509|2|voidmaster|4+|4+|3|3|1|2|4+|10.0||1|False
2509|3|canid|3+|-|4|3|1|3|4+|10.0||0-1|False
2510|1|looted wagon|5+|5+|6|7|10|3|4+|||1|True
2511|1|looted ‘eavy wagon|5+|5+|7|7|12|3|3+|||1|True
2512|1|battle fortress|5+|5+|9|8|26|9|3+|||1|True
2513|1|watch sergeant|3+|3+|4|4|2|3|3+|20.0||1|False
2513|2|deathwatch veteran|3+|3+|4|4|2|2|3+|20.0||4-9|False
2513|3|deathwatch terminator|3+|3+|4|4|3|2|2+|33.0||0-5|False
2513|4|veteran biker|3+|3+|4|5|3|2|3+|30.0||0-5|False
2513|5|vanguard veteran|3+|3+|4|4|2|2|3+|19.0||0-5|False
2513|6|black shield|2+|3+|4|4|2|3|3+|25.0||0-1|False
2514|1|intercessor sergeant|3+|3+|4|4|2|3|3+|20.0||1|False
2514|2|intercessor|3+|3+|4|4|2|2|3+|20.0||4-9|False
2514|3|assault intercessor|3+|3+|4|4|2|2|3+|19.0||0-5|False
2514|4|outrider|3+|3+|4|5|4|2|3+|45.0||0-5|False
2514|5|hellblaster|3+|3+|4|4|2|2|3+|33.0||0-5|False
2515|1|heavy intercessor sergeant|3+|3+|4|5|3|3|3+|28.0||1|False
2515|2|heavy intercessor|3+|3+|4|5|3|2|3+|28.0||4-9|False
2515|3|aggressor|3+|3+|4|5|3|3|3+|40.0||0-5|False
2515|4|inceptor|3+|3+|4|5|3|2|3+|40.0||0-5|False
2515|5|eradicator|3+|3+|4|5|3|2|3+|45.0||0-5|False
2516|1|infiltrator sergeant|3+|3+|4|4|2|3|3+|24.0||1|False
2516|2|infiltrator|3+|3+|4|4|2|2|3+|24.0||4-9|False
2516|3|incursor|3+|3+|4|4|2|2|3+|21.0||0-5|False
2516|4|reiver|3+|3+|4|4|2|2|3+|18.0||0-5|False
2516|5|eliminator|3+|2+|4|4|2|2|3+|25.0||0-5|False
2517|1|da red gobbo on bounca|4+|3+|3|5|5|3|4+|50.0||1|True
2518|1|blade champion|2+|2+|5|5|7|6|3+|120.0||1|False
2519|1|valerian|2+|2+|5|5|7|6|2+|130.0||1|False
2520|1|knight-centura|2+|2+|3|3|5|4|3+|50.0||1|False
2521|1|prosecutor|3+|3+|3|3|1|2|3+|12.0||4-9|False
2521|2|prosecutor sister superior|3+|3+|3|3|1|3|3+|12.0||1|False
2522|1|vigilator|3+|3+|3|3|1|2|3+|14.0||4-9|False
2522|2|vigilator sister superior|3+|3+|3|3|1|3|3+|14.0||1|False
2523|1|witchseeker|3+|3+|3|3|1|2|3+|14.0||4-9|False
2523|2|witchseeker sister superior|3+|3+|3|3|1|3|3+|14.0||1|False
2524|1|anathema psykana rhino|6+|3+|6|7|10|3|3+|75.0||1|False
2525|1|reductus saboteur|3+|2+|3|3|4|3|5+|80.0||1|False
2526|1|<b>advanced guardian drone</b>, <b>command-link drone</b>, <b>grav-inhibitor drone</b>, <b>guardian drone</b>, <b>gun drone</b>, <b>marker drone</b>, <b>missile drone</b>, <b>pulse accelerator drone</b>, <b>sniper drone</b> and <b>stealth drone</b>|5+|5+|3|4|1|1|4+||||True
2526|2|<b>shield drone</b> and <b>shielded missile drone</b>|5+|5+|3|4|2|1|4+||||True
2526|3|<b>interceptor drone</b>|5+|5+|3|4|1|1|4+||||True
2526|4|<b>recon drone</b>|5+|5+|3|4|3|1|4+||||True
2527|1|erasmus cartavolnus|3+|3+|3|3|5|4|3+|80.0||1|False
2528|1|winged hive tyrant|2+|2+|7|7|12|5|3+|210.0||1|False
2529|1|parasite of mortrex|2+|3+|5|5|6|6|4+|80.0||1|False
2530|1|primaris company champion|2+|2+|4|4|5|5|3+|70.0||1|False
2531|1|corsair voidreaver|3+|3+|3|3|1|2|4+|10.0||4-9|False
2531|2|voidreaver felarch|3+|3+|3|3|1|3|4+|10.0||1|False
2532|1|corsair voidscarred|3+|3+|3|3|1|3|4+|12.0||4-9|False
2532|2|voidscarred felarch|3+|3+|3|3|1|4|4+|12.0||1|False
2532|3|shade runner|2+|3+|3|3|1|4|4+|20.0||0-1|False
2532|4|soul weaver|3+|3+|3|3|1|3|4+|20.0||0-1|False
2532|5|way seeker|3+|3+|3|3|1|3|4+|25.0||0-1|False
2533|1|shroud runner|3+|2+|3|4|3|2|4+|35.0||3-6|False
2534|1|troupe master|2+|2+|3|3|5|6|6+|75.0||1|False
2535|1|shadowseer|2+|2+|3|3|5|4|6+|100.0||1|False
2536|1|player|3+|3+|3|3|1|4|6+|13.0||4-11|False
2536|2|lead player|3+|3+|3|3|2|4|6+|13.0||1|False
2537|1|death jester|2+|2+|3|3|5|5|6+|70.0||1|False
2538|1|solitaire|2+|2+|4|4|5|8|6+|110.0||1|False
2539|1|skyweaver|3+|3+|3|4|3|4|4+|45.0||2-6|False
2540|1|voidweaver|3+|3+|5|5|6|4|4+|130.0||1-3|False
2541|1|starweaver|3+|3+|5|5|6|4|4+|95.0||1|False
2542|1|yvraine|2+|2+|3|3|5|4|6+|140.0||1|False
2543|1|the visarch|2+|2+|3|3|6|5|2+|100.0||1|False
2544|1|the yncarne|2+|2+|7|7|12|6|3+|260.0||1|False
2545|1|beastmaster|3+|3+|3|4|3|3|5+|40.0||1|False
2546|1|raider|4+|3+|6|6|10|3|4+|95.0||1|False
2547|1|venom|4+|3+|5|5|6|3|4+|65.0||1|False
2548|1|reaver|3+|3+|3|4|2|3|4+|20.0||2-11|False
2548|2|arena champion|3+|3+|3|4|2|4|4+|20.0||1|False
2549|1|hellion|3+|3+|3|4|2|3|5+|17.0||4-19|False
2549|2|helliarch|3+|3+|3|4|2|4|5+|17.0||1|False
2550|1|razorwing jetfighter|6+|3+|6|6|10|3|4+|150.0||1|False
2551|1|voidraven bomber|6+|3+|6|6|12|3|4+|175.0||1|False
2552|1|scourge|3+|3+|3|3|1|2|4+|14.0||4-9|False
2552|2|solarite|3+|3+|3|3|1|3|4+|14.0||1|False
2553|1|ravager|4+|3+|6|6|11|3|4+|130.0||1|False
2554|1|lhamaean|3+|3+|3|3|3|2|5+|16.0||0-4|False
2554|2|medusae|3+|3+|3|3|3|1|5+|22.0||0-4|False
2554|3|sslyth|3+|3+|5|3|3|3|5+|18.0||0-4|False
2554|4|ur-ghul|3+|-|4|3|3|4|7+|16.0||0-4|False
2555|1|archon|2+|2+|3|3|5|5|4+|70.0||1|False
2556|1|succubus|2+|2+|3|3|5|6|6+|80.0||1|False
2557|1|kabalite warrior|3+|3+|3|3|1|2|4+|8.0||4-19|False
2557|2|sybarite|3+|3+|3|3|1|3|4+|8.0||1|False
2558|1|wych|3+|3+|3|3|1|3|6+|11.0||4-19|False
2558|2|hekatrix|3+|3+|3|3|1|4|6+|11.0||1|False
2559|1|incubi|2+|3+|3|3|1|3|3+|22.0||4-9|True
2559|2|klaivex|2+|3+|3|3|2|4|3+|22.0||1|True
2560|1|corsair voidscarred|3+|3+|3|3|1|3|4+|12.0||4-9|False
2560|2|voidscarred felarch|3+|3+|3|3|1|4|4+|12.0||1|False
2560|3|shade runner|2+|3+|3|3|1|4|4+|20.0||0-1|False
2560|4|soul weaver|3+|3+|3|3|1|3|4+|20.0||0-1|False
2560|5|way seeker|3+|3+|3|3|1|3|4+|25.0||0-1|False
2561|1|corsair voidreaver|3+|3+|3|3|1|2|4+|10.0||4-9|False
2561|2|voidreaver felarch|3+|3+|3|3|1|3|4+|10.0||1|False
2562|1|war dog executioner|3+|3+|6|7|12|4|3+|155.0||1-3|False
2563|1|war dog stalker|3+|3+|6|7|12|4|3+|145.0||1-3|False
2564|1|war dog karnivore|2+|3+|6|7|12|5|3+|140.0||1-3|False
2565|1|war dog brigand|3+|3+|6|7|12|4|3+|155.0||1-3|False
2566|1|war dog huntsman|3+|3+|6|7|12|4|3+|145.0||1-3|False
2567|1|knight abominant|3+|3+|8|8|24|3|3+|430.0||1|False
2568|1|kratos|6+|3+|8|8|18|6|2+|320.0||1|False
2569|1|cult demagogue|4+|4+|3|3|3|3|6+|||1|False
2569|2|mindwitch|4+|4+|3|3|3|1|6+|||1|False
2569|3|iconarch|4+|4+|3|3|2|2|6+|||1|False
2569|4|blessed blades|4+|4+|4|3|1|2|6+|||2|False
2570|1|legionary|3+|3+|4|4|2|3|3+|18.0||4-9|False
2570|2|aspiring champion|3+|3+|4|4|2|4|3+|18.0||1|False
2571|1|mutant|4+|4+|4|4|1|2|6+|6.0||5-10|False
2571|2|torment|4+|4+|5|4|3|2d3|6+|15.0|this unit cannot contain more than 3 torment models unless it also contains 10 mutant models.|3-6|False
2572|1|chaos predator annihilator|6+|3+|6|8|11|3|3+|130.0||1|False
2573|1|chaos lord|2+|2+|4|4|6|6|3+|90.0||1|False
2574|1|chaos lord in terminator armour|2+|2+|4|4|7|6|2+|110.0||1|False
2575|1|exalted champion|2+|2+|4|4|5|5|3+|90.0||1|False
2576|1|sorcerer|3+|3+|4|4|5|5|3+|95.0||1|False
2577|1|sorcerer in terminator armour|3+|3+|4|4|6|5|2+|110.0||1|False
2578|1|warpsmith|3+|2+|4|4|5|5|2+|80.0||1|False
2579|1|rubric marine|3+|3+|4|4|2|2|3+|21.0||4-9|False
2579|2|aspiring sorcerer|3+|3+|4|4|2|3|3+|21.0||1|False
2580|1|plague marine|3+|3+|4|5|2|2|3+|21.0||4-9|False
2580|2|plague champion|3+|3+|4|5|2|3|3+|21.0||1|False
2581|1|noise marine|3+|3+|4|4|2|3|3+|21.0||4-9|False
2581|2|noise champion|3+|3+|4|4|2|4|3+|21.0||1|False
2582|1|bloodthirster|2+|2+|8|8|20|8|4+/4+|310.0||1|False
2583|1|blue horror|5+|4+|2|3|1|1|6+/4+|||10|False
2583|2|brimstone horror|5+|4+|1|3|1|1|6+/5+|||-|False
2584|1|pink horror|4+|3+|3|3|1|1|6+/3+|||9|False
2584|2|iridescent horror|4+|3+|3|3|1|2|6+/3+|||1|False
2584|3|blue horror|5+|4+|2|3|1|1|6+/4+|||-|False
2584|4|brimstone horror|5+|4+|1|3|1|1|6+/5+|||-|False
2585|1|gellerpox mutants|4+|4+|4|4|1|2|6+|||3|False
2585|2|nightmare hulks|4+|6+|5|4|5|4|5+|||4|False
2586|1|mutoid vermin|4+|-|2|2|1|2|7+|||16|False
2587|1|navis armsman|4+|4+|3|3|1|1|4+|||9|False
2587|2|navis sergeant-at-arms|4+|4+|3|3|1|2|4+|||1|False
2588|1|kroot farstalker|3+|4+|4|3|1|2|6+|||9|False
2588|2|kroot kill-broker|3+|4+|4|3|1|3|6+|||1|False
2589|1|traitor enforcer|3+|3+|3|3|4|3|5+|45.0||1|False
2589|2|traitor ogryn|3+|4+|6|5|6|5|5+|65.0||0-1|False
2590|1|traitor guardsman|4+|4+|3|3|1|1|5+|||9|False
2590|2|traitor sergeant|4+|4+|3|3|1|2|5+|||1|False
2591|1|mutoid vermin|4+|-|2|2|1|2|7+|||16|False
2592|1|gellerpox mutants|4+|4+|4|4|1|2|6+|||3|False
2592|2|nightmare hulks|4+|6+|5|4|5|4|5+|||4|False
2593|1|ûthar the destined|2+|2+|5|5|6|5|3+|160.0||1|False
2594|1|kâhl|2+|2+|4|4|5|4|3+|80.0||1|False
2595|1|einhyr champion|2+|2+|5|5|5|4|2+|110.0||1|False
